company,date,location,market,channel,product_category,total_sale_amount
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-12,Ely,large businesses,business-to-consumer,camping tent,490
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-14,Gloucester,medium sized business,business-to-consumer,computers,3351.25
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-27,Armag,large businesses,business-to-consumer,laptops,590.44
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-17,Lancaster,medium sized business,business-to-consumer,mens fashion,1875.6
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-08,St Davids,small business,business-to-consumer,hiking boots,1743.55
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-02-16,Worcester,medium sized business,business-to-consumer,camping stove,2034.36
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-05-05,Wincheste,small business,business-to-consumer,camping stove,927.48
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-28,Liverpool,medium sized business,business-to-consumer,house plants,673.1
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-16,Cambridge,small business,business-to-consumer,house plants,1443.75
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-02-14,Wakefield,small business,business-to-consumer,rugby,851.04
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-02,Newry,medium sized business,business-to-consumer,rugby,233.83
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-12,Oxford,medium sized business,business-to-consumer,inflatable pool,672.4
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-10,Coventry,medium sized business,business-to-consumer,cups and mugs,110.28
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-06,Chester,large businesses,business-to-consumer,story books,3958.3
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-25,Wakefield,small business,business-to-consumer,computers,183.54
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-05-02,Stoke-on-Trent,large businesses,business-to-consumer,hardback books,919.16
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-12,Chelmsford,small business,business-to-consumer,paperback books,859.2
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-02-20,Brighton and Hove,medium sized business,business-to-consumer,laptops,396.99
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-21,Preston,large businesses,business-to-consumer,long life food,16.13
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-22,Preston,medium sized business,business-to-consumer,camping tent,557.34
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-04,Lancaster,large businesses,business-to-consumer,hiking boots,175.66
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-21,Leicester,small business,business-to-consumer,hardback books,4351.8
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-07-02,Londonderry,large businesses,business-to-consumer,paperback books,838.44
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-12,Ripon,small business,business-to-consumer,remote controlled cars,2180.96
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-09,Leicester,large businesses,business-to-consumer,holdall bags,1740.36
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-03,Chichester,medium sized business,business-to-consumer,hardback books,223.2
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-02-07,York,large businesses,business-to-consumer,house plants,2128.56
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-23,Norwich,small business,business-to-consumer,womens fashion,3712
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-03,Plymouth,large businesses,business-to-consumer,camping tent,2110.98
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-23,London,large businesses,business-to-consumer,womens fashion,2027.04
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-21,Sunderland,small business,business-to-consumer,bbq,689.5
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-13,Oxford,small business,business-to-consumer,desks,3387.8
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-02-05,Exeter,large businesses,business-to-consumer,sofas,892.71
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-05-29,London,small business,business-to-consumer,bbq,816.9
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-05,Ripon,small business,business-to-consumer,video games,1609.2
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-05-23,Salford,small business,business-to-consumer,rugby,1461.03
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-21,Bristol,large businesses,business-to-consumer,laptops,3691.04
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-02-17,Glasgow,medium sized business,business-to-consumer,inflatable pool,1363.32
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-03,Birmingham,small business,business-to-consumer,video games,766.74
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-15,Glasgow,medium sized business,business-to-consumer,dolls,1573
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-05-28,Worcester,small business,business-to-consumer,rugby,1740.85
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-05-07,Newcastle upon Tyne,large businesses,business-to-consumer,cutlery,825.92
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-28,Exeter,small business,business-to-consumer,laptops,3149.3
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-05-17,Swansea,small business,business-to-consumer,house plants,21.88
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-02-22,Chester,large businesses,business-to-consumer,story books,847.04
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-09,Worcester,small business,business-to-consumer,computers,103.53
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-04,Manchester,medium sized business,business-to-consumer,house plants,527.4
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-18,St Davids,large businesses,business-to-consumer,glassware,138.24
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-14,Bradford,large businesses,business-to-consumer,remote controlled cars,1257.93
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-05-07,Brighton and Hove,small business,business-to-consumer,tables,806.4
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-17,Ely,small business,business-to-consumer,cleaning supplies,779.9
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-05-31,Sheffield,medium sized business,business-to-consumer,camping stove,931.76
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-28,Peterborough,large businesses,business-to-consumer,basketball,4518.4
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-11,Dundee,large businesses,business-to-consumer,computers,3196.76
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-01,Canterbury,medium sized business,business-to-consumer,long life food,216.88
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-02-17,Belfast,medium sized business,business-to-consumer,hardback books,1669.7
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-26,Nottingham,medium sized business,business-to-consumer,cups and mugs,1647.54
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-02,Leeds,small business,business-to-consumer,cutlery,647.86
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-05-13,Hereford,medium sized business,business-to-consumer,rugby,1896.78
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-17,Bango,small business,business-to-consumer,cleaning supplies,2972.4
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-12,Carlisle,medium sized business,business-to-consumer,action figures,448
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-14,London,small business,business-to-consumer,computers,1699.8
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-21,Armag,medium sized business,business-to-consumer,womens fashion,1263
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-28,St Albans,small business,business-to-consumer,inflatable pool,822.24
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-05,St Davids,small business,business-to-consumer,remote controlled cars,3007.2
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-02,Lichfield,small business,business-to-consumer,televisions,2514.33
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-18,Kingston upon Hull,medium sized business,business-to-consumer,dolls,1757.76
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-26,Wells,medium sized business,business-to-consumer,pots and pans,960.93
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-02,Hereford,small business,business-to-consumer,tables,1429.98
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-02-20,Truro,large businesses,business-to-consumer,televisions,564.2
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-16,Derby,large businesses,business-to-consumer,basketball,141.05
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-09,St Albans,large businesses,business-to-consumer,camping stove,21.35
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-05-09,Southampton,small business,business-to-consumer,camping tent,2334.6
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-24,Worcester,small business,business-to-consumer,football,397.34
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-05,Belfast,large businesses,business-to-consumer,video games,3544.83
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-14,Bristol,small business,business-to-consumer,womens fashion,920.61
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-01,Cambridge,large businesses,business-to-consumer,tables,916.16
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-02-20,Manchester,large businesses,business-to-consumer,computers,2832.48
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-04,Perth,small business,business-to-consumer,torch,335.2
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-05-14,Kingston upon Hull,large businesses,business-to-consumer,cups and mugs,1126.64
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-18,London,small business,business-to-consumer,badminton,2976.88
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-11,Chester,medium sized business,business-to-consumer,basketball,1043.64
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-30,Worcester,large businesses,business-to-consumer,video games,788.16
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-02-20,Kingston upon Hull,large businesses,business-to-consumer,camping tent,3259.27
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-11,Newry,small business,business-to-consumer,cutlery,1654.3
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-14,Lancaster,small business,business-to-business,IT services,573.04
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-22,Hereford,small business,business-to-business,legal,534.08
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-02-15,Gloucester,medium sized business,business-to-business,hardware,830.94
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-10,Worcester,small business,business-to-business,metals,2864.16
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-30,Birmingham,small business,business-to-business,legal,347.94
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-10,Ely,small business,business-to-business,accounting,4221.4
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-02-24,Manchester,large businesses,business-to-business,office supplies,4290.12
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-02-13,Westminster,medium sized business,business-to-business,hardware,739.42
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-05-21,Leeds,small business,business-to-business,masonry materials,1774.48
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-02-05,Preston,medium sized business,business-to-business,software,46.02
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-26,Brighton and Hove,medium sized business,business-to-business,software,1493.49
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-26,York,medium sized business,business-to-business,IT services,2507.3
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-05-30,Manchester,large businesses,business-to-business,office supplies,455.82
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-21,Preston,small business,business-to-business,masonry materials,1139.85
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-05-31,Wincheste,medium sized business,business-to-business,labouring,3133.4
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-02-06,Cardiff,large businesses,business-to-business,electronics,397.73
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-05-21,St Asaph (Llanelwy),medium sized business,business-to-business,IT services,254.6
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-02-20,Ripon,small business,business-to-business,labouring,34.56
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-22,Salisbury,medium sized business,business-to-business,legal,78.9
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-25,Salisbury,large businesses,business-to-business,labouring,1209
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-05-20,Salford,medium sized business,business-to-business,accounting,3388.64
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-07,Truro,small business,business-to-business,accounting,2462.32
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-13,Chichester,medium sized business,business-to-business,legal,3814.7
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-11,Newcastle upon Tyne,medium sized business,business-to-business,labouring,2832.9
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-19,Salisbury,large businesses,business-to-business,IT services,147.54
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-05-17,Glasgow,medium sized business,business-to-business,technology implementation,813.3
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-20,Coventry,medium sized business,business-to-business,electronics,1166.05
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-02-20,Stirling,medium sized business,business-to-business,electronics,2778.37
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-07,Durham,medium sized business,business-to-business,labouring,118.92
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-02-18,Dundee,large businesses,business-to-business,labouring,498.88
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-02-28,Canterbury,medium sized business,business-to-business,software,2304.47
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-02-03,Edinburgh,medium sized business,business-to-business,IT services,43.4
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-05-10,Chelmsford,large businesses,business-to-business,plastic,3756.8
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-28,Bath,large businesses,business-to-business,hardware,1737
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-17,Canterbury,large businesses,business-to-business,masonry materials,813.52
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-05-02,Canterbury,small business,business-to-business,legal,261.66
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-02,Stirling,medium sized business,business-to-business,labouring,1950.6
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-05-11,Wells,small business,business-to-business,labouring,77.14
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-12,Sheffield,small business,business-to-business,legal,3900.7
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-30,Gloucester,medium sized business,business-to-business,masonry materials,1367.75
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-02-28,Birmingham,large businesses,business-to-business,office supplies,350.1
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-27,St Davids,large businesses,business-to-business,masonry materials,2617.83
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-29,Gloucester,medium sized business,business-to-business,hardware,2580.24
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-01,Dundee,small business,business-to-business,masonry materials,480.2
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-08,Salford,large businesses,business-to-business,electronics,296.53
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-02-15,St Albans,medium sized business,business-to-business,office supplies,1109.85
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-05-14,Newcastle upon Tyne,small business,business-to-business,labouring,2599.2
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-05-05,Westminster,large businesses,business-to-business,hardware,591.46
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-05-01,Cardiff,small business,business-to-business,masonry materials,189.14
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-05-03,Sheffield,medium sized business,business-to-business,technology implementation,2217.06
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-06,Leicester,small business,business-to-business,software,189.48
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-02-26,Perth,large businesses,business-to-business,office supplies,1461.2
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-05-02,Ripon,small business,business-to-business,plastic,1340.2
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-05,Cambridge,small business,business-to-business,labouring,438.3
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-16,Stoke-on-Trent,medium sized business,business-to-business,electronics,2426.56
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-06,Newry,large businesses,business-to-business,office supplies,1593.83
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-12,Manchester,medium sized business,business-to-business,software,1180.41
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-02-06,Liverpool,small business,business-to-business,electronics,2618.6
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-02-03,St Asaph (Llanelwy),small business,business-to-business,technology implementation,523.2
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-15,Aberdee,large businesses,business-to-business,technology implementation,155.76
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-29,Portsmouth,small business,business-to-business,metals,704.5
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-30,Nottingham,medium sized business,business-to-business,technology implementation,447.78
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-05-11,Hereford,medium sized business,business-to-business,electronics,2554.8
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-29,Norwich,small business,business-to-business,electronics,1015.49
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-01,Nottingham,small business,business-to-business,labouring,3363.52
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-18,Lincoln,large businesses,business-to-business,masonry materials,1265.49
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-23,Ely,small business,business-to-business,labouring,1483.64
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-27,Stoke-on-Trent,small business,business-to-business,accounting,2977.52
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-05-21,Cambridge,medium sized business,business-to-business,software,1115.36
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-18,Oxford,medium sized business,business-to-business,software,738.44
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-08,Coventry,medium sized business,business-to-business,electronics,1266.51
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-15,Wells,large businesses,business-to-business,accounting,2434.5
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-02-13,Peterborough,large businesses,business-to-business,IT services,493.71
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-24,Leeds,large businesses,business-to-business,IT services,1799.2
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-21,Armag,small business,business-to-business,technology implementation,406.4
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-05-27,St Davids,medium sized business,business-to-business,electronics,1710.12
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-20,Canterbury,large businesses,business-to-business,software,1762.7
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-07,Norwich,large businesses,business-to-business,technology implementation,3841.52
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-05-14,Liverpool,small business,business-to-business,plastic,2111
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-05-11,Dundee,large businesses,business-to-business,accounting,1062
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-02-27,Ely,medium sized business,business-to-business,office supplies,2551.23
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-05-08,Swansea,small business,business-to-business,metals,1290.15
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-14,Chester,medium sized business,business-to-business,plastic,360.8
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-02-17,Bango,small business,business-to-business,metals,2778.56
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-06,Manchester,small business,business-to-business,technology implementation,247.12
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-05-18,Westminster,small business,business-to-business,accounting,879.45
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-13,Nottingham,small business,business-to-business,metals,706.86
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-12,Wells,medium sized business,business-to-business,IT services,2185.33
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-07-01,Lancaster,large businesses,business-to-business,hardware,1696.59
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-12,Stirling,large businesses,business-to-business,electronics,1835.28
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-05-12,Birmingham,small business,business-to-business,accounting,2259.99
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-02-28,Ripon,medium sized business,business-to-business,labouring,1412.4
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-13,York,medium sized business,business-to-business,software,1944.28
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-02,Ripon,medium sized business,business-to-business,IT services,2087.12
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-07-04,Oxford,medium sized business,business-to-business,masonry materials,2284.95
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-02-07,Dundee,medium sized business,business-to-business,hardware,2842.92
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-05,Carlisle,medium sized business,business-to-business,hardware,695.76
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-02-20,Lancaster,large businesses,business-to-business,legal,2310.32
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-26,Preston,medium sized business,business-to-business,office supplies,405.73
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-07,York,large businesses,business-to-business,office supplies,76.36
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-14,Inverness,small business,business-to-business,technology implementation,876.82
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-02-06,St Albans,large businesses,business-to-business,IT services,724.1
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-02-24,York,medium sized business,business-to-business,accounting,3385.52
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-07,Sunderland,large businesses,business-to-business,metals,402.4
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-21,Inverness,small business,business-to-business,technology implementation,874.85
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-25,Swansea,large businesses,business-to-business,technology implementation,546.16
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-04,Glasgow,small business,business-to-business,legal,1016.45
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-05-14,Wolverhampton,large businesses,business-to-business,office supplies,286.66
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-05-20,Newry,medium sized business,business-to-business,metals,1512.6
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-23,Aberdee,large businesses,business-to-business,electronics,247.31
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-27,Southampton,medium sized business,business-to-business,labouring,258.28
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-05-03,Manchester,large businesses,business-to-business,office supplies,98
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-07,Chelmsford,large businesses,business-to-business,plastic,2481.43
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-20,Chester,medium sized business,business-to-business,plastic,2696.31
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-05-12,Londonderry,medium sized business,business-to-business,hardware,754.74
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-26,Wells,large businesses,business-to-business,software,596.54
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-02-24,Chelmsford,medium sized business,business-to-business,labouring,3477.5
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-26,Southampton,large businesses,business-to-business,accounting,2243.29
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-05-22,Exeter,small business,business-to-business,IT services,655.54
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-05-19,Wolverhampton,large businesses,business-to-business,software,1999.68
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-03,Salford,medium sized business,business-to-business,plastic,640.74
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-02-28,Preston,large businesses,business-to-business,accounting,2269.76
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-02-28,Londonderry,small business,business-to-business,accounting,1225.6
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-15,Lincoln,small business,business-to-business,electronics,1397.61
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-07,Gloucester,small business,business-to-business,hardware,1172.04
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-02-05,Wakefield,medium sized business,business-to-business,software,743.01
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-05-21,Leicester,small business,business-to-business,accounting,441.7
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-26,Perth,small business,business-to-business,masonry materials,658.8
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-09,Belfast,large businesses,business-to-business,software,1727.64
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-05,Southampton,medium sized business,business-to-business,office supplies,660.44
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-15,Brighton and Hove,large businesses,business-to-business,metals,924.5
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-02-25,Chester,medium sized business,business-to-business,technology implementation,1388.28
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-25,Cambridge,large businesses,business-to-business,masonry materials,138.42
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-04-20,Westminster,large businesses,business-to-business,technology implementation,848.94
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-03-14,Sunderland,small business,business-to-business,labouring,1346.94
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-13,Bath,medium sized business,business-to-business,electronics,1412.25
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-06-01,Chester,small business,business-to-business,masonry materials,188.94
d3ecaa13-39c2-4525-ad5f-79d2dc755ef7,2021-05-28,Durham,large businesses,business-to-business,software,1755.54
